Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Bwd IAT Total,SYN Flag Count,ACK Flag Count,Label
53,42691152.73117427,313,21,6758.429443991911,2962.227320881567,1376.080083126997,7.334968443276058,230.2011668804351,1462.6061807315486,30.598465026543444,345.33704337205927,5532.859676274827,454.0949278099005,6.734714570436723,3.352191323747606,60.79584002897381,0.432206938316559,539893.8190226392,496964.8801616593,5,41,BENIGN
8080,1988176.1750389598,2197,3576,438745.7075084872,234841.61882680442,815.1190029465581,30.81490755130386,246.55793508762196,1004.1826231664052,97.62913603581018,91.97696833764158,365409.2934864872,37165.21643783261,6.413480864738882,4.192389028787295,65.44347889081868,0.827455233692688,379535.9446447157,468631.84089248243,375,71,DDoS
22,15552101.72761967,428,159,1020.6869681806521,2563.1354753318583,1166.499745647349,9.444396360662399,331.01835641101934,122.88256025830368,36.77033720040952,377.0917177197649,4774.866748096634,825.7838240295758,0.8961520868126388,3.7808792540240774,63.96179037909144,0.805054177127178,753126.4171155806,98189.88186883155,9,7,BENIGN
53,1636927.570562943,6634,3546,335058.65144266887,121315.4746459832,690.8959463567932,67.6217080061841,240.39635632129236,1133.2696027874874,58.57813236977428,195.3794505676096,147987.87623159593,11003.529761909893,8.887370023416963,3.22083426058473,17.715826899637207,0.15914728162618597,713080.3782390503,57363.82060837323,418,166,DDoS
53,59107849.24493264,385,126,1808.3844898168063,4027.3650953923516,243.37434075829358,11.688775824084141,689.6478011291476,1467.6081108498552,98.3220179359927,265.3592664767781,8826.467559390481,871.2637296165148,9.662373022156151,1.3765681415303477,74.75324124443505,0.4421466873916017,664609.7910376338,270026.29296399734,19,24,BENIGN
80,1491481.5718214498,7307,3366,442498.31034294475,202756.5324527931,1089.8115582224482,24.05778596051644,404.04907322875204,762.9174433228686,22.21468669239749,111.28240130076449,295384.1909156484,14403.50824805328,4.158136688738025,1.039981482073561,98.1513215258617,0.7622255803881953,342078.9130296586,384600.64153993665,488,197,DDoS
53,25742950.078511447,370,221,9210.272703832925,2219.537711054586,493.9639491605722,77.59336808154204,622.7503162199051,314.5744274343955,20.2282962617357,277.94221846067694,2177.2454062031184,487.4868255211463,3.8935534086700594,1.0578279990783552,28.019284723814067,0.9467905519416108,810656.6234128246,447490.6210434628,11,25,BENIGN
80,59201883.63890436,78,51,7983.260940809602,4828.142305596267,392.57021511743596,67.64498721387218,603.4416707088267,760.7844984294942,72.45463870329012,114.8031546313129,4005.5540225457694,396.2002931821047,0.5639379437619109,1.323824707703391,65.21478693882285,0.37720397057091454,733401.0442743966,173087.38641863147,8,28,BENIGN
22,58360122.253184095,272,138,3398.8307557703292,1184.795637010754,1224.5932350855724,70.42475872502098,482.2872613066662,385.62636162939816,70.85794378667694,270.9193078955261,7676.523307531163,300.4559994995683,4.487221431956939,4.109086280909701,41.63107386639932,0.32847189584033865,635181.1177151157,386368.06481167383,12,33,BENIGN
22,37839384.07949622,430,245,8074.015360969002,3052.4347877902374,1218.8584290095425,22.690043286329797,295.575994538179,298.0035143523926,39.57027069727924,176.79426139000276,6122.169893644478,794.8323705628947,9.9495383120823,1.3574685192765363,76.03775433846282,0.22635958920622873,718698.4877199089,430799.08766912593,4,21,BENIGN
80,47153138.65300582,313,207,8956.753247162935,4891.072801389669,584.8826470144597,83.64677175685411,226.4484000309331,491.60788776908083,97.04377506907892,359.793166923502,6099.531365594937,521.2406458926557,1.0059301139365389,3.585482735976164,45.974705112572344,0.9714438864887172,853069.5022844189,151565.94151354613,14,35,BENIGN
8080,40088814.990970835,38,101,3948.5258416799934,2047.7415145376895,1040.0384450297026,99.6463289200442,258.01761625701556,1169.0538317792364,19.039236125480087,261.12949788860004,1325.3385915411814,125.01500755550433,9.626359767713895,1.8064699044588124,53.70852543388426,0.8096935605794087,970757.103663278,378137.25779876666,4,36,BENIGN
53,59090189.35307689,404,60,8065.698185929319,1744.7207119784482,405.29026548000587,2.79105753704072,717.8009485718765,302.480087988681,98.06020442900576,172.67075170466046,5071.772324091653,725.2859660126354,9.804210932733874,3.47251446507411,40.146359674448796,0.7607684888208771,568448.1871416707,388008.3744885318,17,31,BENIGN
